,0,1,2
0,0.9257366925848847,0.9979315310550458,-0.584304177646013
1,0.5032565037958933,0.968767345338235,-0.9187741667613148
2,0.2790973649954019,0.94790651630801,-0.957013216053883
3,0.4441126602401971,1.98999453558826,0.00797715734600445
4,0.3812020508223434,0.998387971675025,0.35734119151854
5,0.004915921188949008,18.695183496594602,1.7075614603897198e-07
6,0.675658329836894,1.3750332597105102,0.0036372213622875797
7,0.06475858120450394,215.0,0.0
8,0.9625003940130148,0.999954177318763,0.5000458301292391
9,0.2173642804909856,10.1392745751369,0.00669255164700078
10,0.022850461459185515,41.4079360167719,1.12534452896694e-05
11,0.009037428650038185,191.72463770778702,1.04314634936234
12,0.23275453525443238,12.318248243332,-3.3711701799421503
13,0.46704960155596703,0.9999858605397791,0.0153774067493526
14,0.2892410540682744,3.1169165812601807,0.00028178270454754
15,0.03624030330996982,471.0,1.0
16,0.00026878485256591467,39539.121893921605,0.0014873288780345802
17,0.16378789140871552,11.935311853845999,-2.5343977060989302
18,0.25361656902826485,0.999918667494103,0.0
19,0.9347535189617513,0.9999932348214291,0.0
20,0.002805078495910185,0.013106824954056002,2.86752105614969e-14
21,0.5750404304607658,23.584360788568503,-22.2087084204956
22,0.4927646102951386,20.6729242103725,-20.0511970712144
